Package;Class;Case;Execution;Result;TotalTime;NumInteractions
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;7;pass;35753;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;8;pass;34558;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;9;pass;34134;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;10;pass;37810;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;1;pass;35009;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;2;pass;34890;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;3;pass;35320;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;4;pass;34576;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;5;pass;34562;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;6;pass;34978;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;7;pass;34570;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;8;pass;34826;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;9;pass;35215;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testSortManga;10;pass;34556;18
com.fsck.k9;VariousMenuTest;testRightMenuContent;1;pass;13723;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;2;pass;12539;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;3;pass;12522;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;4;pass;12495;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;5;pass;12512;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;6;pass;12535;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;7;pass;12539;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;8;pass;12523;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;9;pass;12505;10
com.fsck.k9;VariousMenuTest;testRightMenuContent;10;pass;12497;10
com.fsck.k9;VariousMenuTest;testAbout;1;pass;9542;4
com.fsck.k9;VariousMenuTest;testAbout;2;pass;7183;4
com.fsck.k9;VariousMenuTest;testAbout;3;pass;7223;4
com.fsck.k9;VariousMenuTest;testAbout;4;pass;7221;4
com.fsck.k9;VariousMenuTest;testAbout;5;pass;7171;4
com.fsck.k9;VariousMenuTest;testAbout;6;pass;7163;4
